student_id,study_hours_per_week,attendance_rate,previous_grades,participation_in_extracurricular_activities,parent_education_level,passed,performance
S00465,9.4,114.6,65.2,No,Doctorate,No,Low
S00466,8.9,89.1,51.4,Yes,Doctorate,No,Low
S00467,13.1,87.0,48.7,No,High School,No,Low
S00468,13.8,92.0,65.2,Yes,Bachelor,No,Low
S00469,7.3,93.4,60.6,Yes,High School,Yes,Medium
S00470,7.1,104.1,59.4,No,Associate,Yes,Low
S00471,8.6,58.6,64.8,No,Master,No,Medium
S00472,-1.5,67.2,68.5,No,Bachelor,No,Medium
S00473,2.4,109.7,71.1,Yes,Master,Yes,Medium
S00474,16.8,35.8,52.9,Yes,Master,Yes,Low
S00475,18.2,73.3,65.9,Yes,Doctorate,No,Medium
S00476,8.8,78.0,61.1,Yes,High School,No,Medium
S00477,12.9,71.5,63.4,Yes,Associate,Yes,Medium
S00478,11.6,106.6,58.1,No,High School,No,Low
S00479,25.4,84.5,53.0,No,High School,Yes,Low
S00480,15.6,67.3,61.3,No,Master,Yes,Medium
S00481,9.4,62.3,57.9,Yes,Master,No,Low
S00482,5.2,80.6,69.5,Yes,Master,Yes,Medium
S00483,2.0,98.3,79.2,No,High School,Yes,Medium
S00484,11.0,75.3,50.9,Yes,Bachelor,No,Low
S00485,10.0,72.3,56.9,Yes,Doctorate,Yes,Low
S00486,2.9,61.1,99.8,Yes,Bachelor,No,High
S00487,6.8,82.5,37.7,No,Associate,No,Low
S00488,4.6,81.4,40.8,No,High School,Yes,Low
S00489,18.4,60.5,80.8,Yes,Master,No,High
S00490,14.4,95.5,93.7,No,Associate,Yes,High
S00491,10.0,109.1,86.8,No,Associate,No,High
S00492,17.4,76.0,69.7,No,Doctorate,Yes,Medium
S00493,10.4,81.0,58.5,Yes,Master,No,Low
S00494,5.7,52.9,60.9,No,Associate,Yes,Medium
S00495,17.6,89.7,71.0,Yes,Bachelor,No,Medium
S00496,10.0,84.3,79.0,Yes,Doctorate,Yes,Medium
S00497,4.8,68.5,73.0,Yes,Doctorate,Yes,Medium
S00498,9.0,60.1,34.8,Yes,Bachelor,No,Low
S00499,5.6,112.0,47.4,Yes,High School,No,Low
S00500,3.1,82.7,69.2,Yes,Bachelor,Yes,Medium
S00501,14.6,56.6,44.2,Yes,Doctorate,Yes,Low
S00502,19.5,92.1,65.2,Yes,Master,No,Low
S00503,3.0,79.6,78.1,Yes,Master,Yes,Medium
S00504,12.8,76.2,68.9,Yes,Bachelor,Yes,Medium
S00505,6.7,94.6,88.2,Yes,Associate,No,High
S00506,7.6,75.3,79.6,No,Doctorate,No,Medium
S00507,7.0,75.3,55.7,Yes,Doctorate,Yes,Low
S00508,5.7,102.6,68.7,Yes,Doctorate,No,Medium
S00509,10.2,72.4,53.1,No,Associate,Yes,Low
S00510,5.8,66.5,40.8,Yes,Doctorate,Yes,Low
S00511,11.4,48.2,82.9,No,Master,Yes,High
S00512,9.7,78.9,62.1,No,Doctorate,Yes,Medium
S00513,8.8,81.3,85.2,No,High School,No,High
S00514,5.5,103.8,66.6,Yes,Associate,No,Medium
S00515,7.1,82.4,69.2,No,Doctorate,Yes,Medium
S00516,13.8,68.9,73.7,Yes,Doctorate,No,Medium
S00517,12.5,83.1,62.2,No,Bachelor,No,Medium
S00518,5.1,97.2,61.4,No,Doctorate,Yes,Medium
S00519,10.5,92.8,68.6,Yes,Master,No,Medium
S00520,13.8,87.4,83.7,No,Master,Yes,High
S00521,1.7,80.5,72.6,Yes,Bachelor,Yes,Medium
S00522,12.7,63.4,65.3,Yes,High School,Yes,Medium
S00523,6.7,54.3,58.8,No,High School,No,Low
S00524,12.9,51.2,63.2,No,High School,Yes,Medium
S00525,6.2,82.9,52.0,Yes,Bachelor,Yes,Low
S00526,1.0,85.0,50.3,Yes,Bachelor,No,Low
S00527,1.9,96.9,61.4,No,Master,No,Medium
S00528,10.2,86.2,65.1,Yes,Associate,Yes,Medium
S00529,11.3,96.0,75.9,No,Associate,Yes,Medium
S00530,5.5,72.4,48.1,No,High School,No,Low
S00531,13.2,90.4,65.2,Yes,Associate,Yes,Medium
S00532,1.7,55.0,65.2,Yes,Doctorate,No,Low
S00533,9.7,73.8,50.3,No,High School,Yes,Low
S00534,3.9,75.3,58.1,No,Master,No,Low
S00535,6.7,75.6,76.4,No,Associate,No,Medium
S00536,10.2,99.5,64.1,Yes,Bachelor,Yes,Medium
S00537,5.7,76.4,34.7,No,Associate,No,Low
S00538,8.1,89.4,76.6,Yes,Master,No,Medium
S00539,15.0,80.5,66.3,Yes,High School,Yes,Medium
S00540,7.1,63.6,65.2,Yes,Master,No,Low
S00541,10.0,71.3,51.8,No,Doctorate,Yes,Low
S00542,4.4,98.6,63.1,Yes,High School,No,Medium
S00543,12.6,89.3,69.7,Yes,Master,No,Medium
S00544,17.2,62.6,80.4,No,Associate,Yes,High
S00545,-2.4,47.3,51.5,Yes,Doctorate,No,Low
S00546,6.0,79.1,58.2,Yes,Doctorate,Yes,Low
S00547,12.9,63.4,78.3,Yes,Associate,Yes,Medium
S00548,9.0,71.5,80.7,Yes,High School,Yes,High
S00549,11.9,45.9,60.1,Yes,Bachelor,Yes,Medium
S00550,7.0,75.3,57.0,No,High School,No,Low
S00551,10.4,73.1,72.5,No,Bachelor,Yes,Medium
S00552,9.2,76.1,65.2,No,Bachelor,Yes,Low
S00553,15.8,58.3,64.8,No,Master,No,Medium
S00554,11.3,69.5,64.6,No,Associate,Yes,Medium
S00555,11.7,77.4,58.0,Yes,Doctorate,Yes,Low
S00556,7.9,62.7,72.1,No,High School,No,Medium
S00557,7.6,70.7,81.4,No,Bachelor,No,High
S00558,7.8,102.7,50.4,No,High School,Yes,Low
S00559,12.0,40.0,54.1,No,High School,Yes,Low
S00560,10.0,78.7,75.0,Yes,Bachelor,No,Medium
S00561,11.4,59.3,43.2,No,High School,Yes,Low
S00562,20.4,101.7,57.0,No,Associate,Yes,Low
S00563,14.4,71.4,97.5,No,High School,Yes,High
S00564,8.4,54.1,65.2,No,Bachelor,No,Low
S00565,16.0,75.3,60.7,Yes,High School,Yes,Medium
S00566,8.0,82.0,39.1,No,Associate,Yes,Low
S00567,-0.2,75.3,65.2,No,Bachelor,Yes,Low
S00568,5.0,32.8,80.9,Yes,Master,No,High
S00569,0.6,51.0,47.5,No,Doctorate,No,Low
S00570,8.2,101.1,65.7,No,High School,Yes,Medium
S00571,10.1,44.8,84.1,Yes,High School,No,High
S00572,18.4,75.2,57.5,No,High School,Yes,Low
S00573,11.6,65.3,58.1,Yes,Associate,Yes,Low
S00574,8.9,62.2,75.4,Yes,Doctorate,Yes,Medium
S00575,14.1,75.3,85.3,No,Bachelor,Yes,High
S00576,-1.1,68.3,77.7,No,Master,Yes,Medium
S00577,11.2,75.3,87.1,Yes,Associate,No,High
S00578,13.9,101.6,30.4,Yes,Bachelor,Yes,Low
S00579,2.6,83.5,71.3,No,Master,No,Medium
S00580,15.7,70.3,84.3,No,Doctorate,Yes,High
S00581,11.7,80.2,71.8,No,Bachelor,No,Medium
S00582,7.9,91.1,62.8,Yes,Doctorate,No,Medium
S00583,13.2,95.0,46.6,No,High School,Yes,Low
S00584,21.4,82.4,54.0,No,Bachelor,No,Low
S00585,10.9,105.6,87.5,Yes,High School,No,High
S00586,11.2,62.7,200.0,Yes,Associate,Yes,High
S00587,7.7,97.8,55.5,No,Bachelor,No,Low
S00588,5.8,89.1,41.7,No,Bachelor,Yes,Low
S00589,14.2,62.8,72.0,No,Bachelor,Yes,Medium
S00590,5.7,79.7,52.9,Yes,Doctorate,Yes,Low
S00591,10.4,81.0,64.5,Yes,High School,Yes,Medium
S00592,7.6,72.2,90.9,Yes,Master,Yes,High
S00593,12.4,71.9,77.0,No,Bachelor,No,Medium
S00594,10.0,44.5,84.6,No,Bachelor,No,High
S00595,15.2,61.2,67.2,No,Bachelor,No,Medium
S00596,7.4,70.2,75.7,No,Associate,Yes,Medium
S00597,8.7,75.3,84.9,No,Associate,No,High
S00598,5.1,57.9,52.6,No,Master,Yes,Low
S00599,7.8,96.2,64.4,No,High School,No,Medium
S00600,11.9,72.9,54.7,No,Doctorate,No,Low
S00601,13.8,118.3,55.9,No,Associate,Yes,Low
S00602,5.4,79.5,62.8,No,High School,No,Medium
S00603,14.3,95.8,50.7,Yes,Bachelor,Yes,Low
S00604,16.8,70.8,59.4,Yes,Doctorate,No,Low
S00605,12.1,61.8,75.3,Yes,Doctorate,Yes,Medium
S00606,19.4,80.3,63.6,Yes,Bachelor,No,Medium
S00607,6.1,100.9,53.4,No,Doctorate,Yes,Low
S00608,3.8,73.2,76.8,No,Associate,No,Medium
S00609,1.1,83.9,51.3,Yes,Associate,Yes,Low
S00610,17.5,80.2,48.4,No,Bachelor,Yes,Low
S00611,13.3,73.0,83.0,Yes,Bachelor,No,High
S00612,9.7,74.1,77.7,Yes,High School,No,Medium
S00613,11.4,55.0,59.9,No,Doctorate,No,Low
S00614,4.4,74.8,93.4,Yes,Doctorate,No,High
S00615,22.2,88.1,56.5,No,Bachelor,Yes,Low
S00616,10.6,80.9,75.2,No,Master,No,Medium
S00617,10.5,78.7,41.3,Yes,Doctorate,No,Low
S00618,13.6,89.5,49.8,No,Master,Yes,Low
S00619,12.4,78.9,65.2,Yes,Bachelor,Yes,Low
S00620,11.1,75.3,86.3,Yes,High School,Yes,High
S00621,6.0,89.7,62.7,Yes,Doctorate,No,Medium
S00622,12.4,77.7,99.2,Yes,Doctorate,Yes,High
S00623,19.4,70.3,84.6,Yes,Master,No,High
S00624,16.7,84.4,54.6,Yes,Master,No,Low
S00625,18.0,74.3,59.3,No,Bachelor,Yes,Low
S00626,7.4,69.4,44.2,No,Master,No,Low
S00627,5.1,78.1,58.4,No,Doctorate,No,Low
S00628,9.4,78.3,68.6,Yes,Doctorate,Yes,Medium
S00629,10.3,52.9,65.6,No,Master,Yes,Medium
S00630,15.5,81.7,65.5,No,Associate,Yes,Medium
S00631,1.5,111.9,80.0,No,High School,No,High
S00632,17.6,55.4,67.5,Yes,Master,No,Medium
S00633,10.0,64.9,75.3,Yes,Doctorate,Yes,Medium
S00634,7.9,130.6,71.7,Yes,Master,Yes,Medium
S00635,10.0,58.6,69.3,No,Master,Yes,Medium
S00636,1.7,100.7,78.8,Yes,Master,No,Medium
S00637,14.1,70.4,77.0,Yes,High School,No,Medium
S00638,10.4,76.2,200.0,No,Master,Yes,High
S00639,3.6,75.3,92.3,Yes,Master,Yes,High
S00640,3.5,83.5,66.8,No,Associate,Yes,Medium
S00641,8.3,43.4,50.7,No,Bachelor,Yes,Low
S00642,18.3,78.7,64.0,No,Doctorate,Yes,Medium
S00643,10.0,66.9,68.9,Yes,Doctorate,Yes,Medium
S00644,2.5,37.7,73.8,No,Associate,Yes,Medium
S00645,8.8,97.4,79.4,No,Bachelor,Yes,Medium
S00646,10.0,32.8,76.5,No,Associate,No,Medium
S00647,-3.5,118.0,92.6,No,Doctorate,No,High
S00648,9.7,87.3,66.6,Yes,Bachelor,No,Medium
S00649,8.8,47.8,62.6,Yes,Bachelor,Yes,Medium
S00650,13.5,101.8,43.0,No,High School,No,Low
S00651,19.2,60.0,79.5,No,Bachelor,Yes,Medium
S00652,15.6,60.9,74.1,No,Associate,Yes,Medium
S00653,10.0,39.0,56.5,Yes,High School,Yes,Low
S00654,4.5,57.7,68.6,No,Master,Yes,Medium
S00655,22.9,60.1,64.8,Yes,High School,Yes,Medium
S00656,10.3,91.4,67.6,No,Bachelor,No,Medium
S00657,10.1,98.3,60.9,No,High School,Yes,Medium
S00658,9.9,50.2,66.7,No,Doctorate,No,Medium
S00659,10.0,80.4,42.2,Yes,Master,No,Low
S00660,9.3,38.2,58.9,No,Master,Yes,Low
S00661,7.1,80.5,69.6,No,Doctorate,Yes,Medium
S00662,7.3,118.2,65.2,No,Bachelor,Yes,Low
S00663,9.8,39.4,70.8,No,Associate,Yes,Medium
S00664,7.3,54.7,96.0,Yes,High School,Yes,High
S00665,6.4,89.5,65.2,No,High School,No,Low
S00666,10.5,91.9,37.5,Yes,Bachelor,Yes,Low
S00667,8.7,56.2,83.1,No,Associate,No,High
S00668,17.5,104.5,96.4,No,Bachelor,Yes,High
S00669,-3.3,58.7,70.6,Yes,Associate,Yes,Medium
S00670,15.5,108.5,65.1,No,Master,No,Medium
S00671,16.2,84.4,55.3,Yes,Associate,No,Low
S00672,-0.4,100.4,73.1,No,Bachelor,Yes,Medium
S00673,8.3,82.4,64.8,No,High School,Yes,Medium
S00674,10.0,88.1,77.7,No,Master,No,Medium
S00675,3.0,89.2,39.3,No,Doctorate,No,Low
S00676,6.1,75.3,69.9,Yes,Bachelor,No,Medium
S00677,4.4,75.3,52.5,Yes,Master,Yes,Low
S00678,18.8,57.0,79.2,Yes,Master,No,Medium
S00679,14.7,73.4,47.8,No,Associate,Yes,Low
S00680,16.4,61.7,74.4,Yes,Associate,Yes,Medium
S00681,13.6,63.0,56.3,Yes,High School,Yes,Low
S00682,4.4,108.1,58.5,No,Master,Yes,Low
S00683,7.4,87.5,77.7,Yes,Doctorate,Yes,Medium
S00684,12.4,86.5,65.2,No,Associate,Yes,Low
S00685,3.9,96.5,42.5,Yes,Bachelor,No,Low
S00686,13.6,87.4,66.1,Yes,High School,No,Medium
S00687,8.8,112.3,55.1,No,Bachelor,No,Low
S00688,8.1,33.1,44.4,Yes,Doctorate,No,Low
S00689,13.6,75.3,70.3,No,High School,No,Medium
S00690,12.2,61.0,69.3,No,Associate,No,Medium
S00691,8.2,47.5,66.8,Yes,High School,No,Medium
S00692,15.8,77.3,72.6,No,High School,Yes,Medium
S00693,4.6,78.2,35.1,Yes,Doctorate,Yes,Low
S00694,13.1,114.5,53.6,No,Master,Yes,Low
S00695,13.0,93.1,69.2,No,Associate,No,Medium
S00696,8.5,64.8,80.5,Yes,Bachelor,No,High
S00697,11.6,84.9,68.6,No,Master,No,Medium
S00698,3.7,75.3,82.5,No,Bachelor,Yes,High
S00699,14.6,77.8,54.8,No,High School,Yes,Low
S00700,9.1,76.8,55.8,No,Doctorate,Yes,Low
S00701,7.4,57.0,59.4,No,Bachelor,Yes,Low
S00702,15.2,71.0,63.8,Yes,Master,No,Medium
S00703,6.5,61.1,38.4,No,High School,Yes,Low
S00704,3.0,56.3,64.7,No,Doctorate,No,Medium
S00705,2.2,88.5,64.5,Yes,Associate,No,Medium
S00706,13.0,95.7,55.8,Yes,Bachelor,No,Low
S00707,3.6,85.2,53.5,No,Associate,Yes,Low
S00708,18.8,66.2,65.2,No,High School,No,Low
S00709,-0.4,61.7,73.8,Yes,Bachelor,No,Medium
S00710,18.5,66.9,67.2,No,Doctorate,No,Medium
S00711,11.1,70.6,67.1,No,Master,No,Medium
S00712,9.5,57.6,64.5,No,Master,No,Medium
S00713,7.3,96.1,65.2,Yes,Master,No,Medium
S00714,12.0,71.0,75.2,No,High School,No,Medium
S00715,9.8,90.3,89.3,No,High School,Yes,High
S00716,15.5,47.0,87.4,No,Doctorate,Yes,High
S00717,10.6,61.2,48.7,No,High School,Yes,Low
S00718,10.8,92.2,33.3,Yes,Doctorate,Yes,Low
S00719,8.2,92.5,73.0,No,Bachelor,Yes,Medium
S00720,9.7,50.9,65.3,Yes,Bachelor,Yes,Medium
S00721,11.5,81.1,64.1,No,Associate,No,Medium
S00722,1.4,81.6,70.7,No,High School,Yes,Medium
S00723,3.3,60.8,61.3,No,Bachelor,Yes,Medium
S00724,13.7,82.1,40.7,Yes,Bachelor,Yes,Low
S00725,10.9,43.4,47.9,No,Bachelor,Yes,Low
S00726,9.1,56.5,48.8,No,High School,Yes,Low
S00727,10.1,87.0,75.0,No,Master,Yes,Medium
S00728,11.7,75.6,93.3,Yes,Master,No,High
S00729,7.3,76.6,58.0,Yes,Associate,No,Low
S00730,6.1,71.5,104.0,No,High School,Yes,High
S00731,11.0,85.7,36.6,Yes,Associate,No,Low
S00732,5.1,86.7,57.4,Yes,Associate,No,Low
S00733,12.0,90.8,67.7,No,Bachelor,No,Medium
S00734,1.5,77.5,26.7,Yes,Associate,No,Low
S00735,15.1,67.2,87.8,No,Bachelor,No,High
S00736,12.4,63.9,54.6,No,High School,Yes,Low
S00737,11.3,53.9,65.5,Yes,Doctorate,No,Medium
S00738,14.9,66.9,71.7,No,Associate,No,Medium
S00739,18.3,62.9,41.1,No,Bachelor,No,Low
S00740,15.1,107.0,101.5,Yes,Doctorate,No,High
S00741,0.8,54.1,67.0,Yes,Doctorate,Yes,Medium
S00742,3.6,95.7,59.9,Yes,Associate,No,Low
S00743,6.9,69.6,48.3,No,Master,Yes,Low
S00744,10.1,70.9,68.1,No,Associate,Yes,Medium
S00745,12.6,83.0,65.2,No,Master,No,Low
S00746,6.4,75.3,67.1,Yes,Master,Yes,Medium
S00747,10.9,59.0,86.0,Yes,Bachelor,Yes,High
S00748,6.2,50.2,82.5,Yes,High School,Yes,High
S00749,6.9,67.4,56.7,Yes,High School,No,Low
S00750,3.0,56.8,60.8,Yes,Bachelor,Yes,Medium
S00751,5.4,101.3,73.1,Yes,Bachelor,Yes,Medium
S00752,3.2,63.3,82.7,No,Master,Yes,High
S00753,5.1,27.4,200.0,Yes,High School,No,High
S00754,15.3,68.3,89.4,Yes,Master,No,High
S00755,5.3,91.1,51.0,No,High School,Yes,Low
S00756,23.2,107.6,76.3,Yes,Associate,No,Medium
S00757,12.5,70.4,44.2,Yes,Associate,No,Low
S00758,10.9,64.7,58.1,Yes,High School,Yes,Low
S00759,5.7,74.7,47.4,No,Associate,No,Low
S00760,13.5,83.3,47.7,No,Bachelor,Yes,Low
S00761,7.1,52.4,68.6,No,Doctorate,Yes,Medium
S00762,10.6,70.1,54.6,No,Doctorate,Yes,Low
S00763,22.8,74.0,69.3,Yes,Associate,No,Medium
S00764,10.0,75.9,46.9,Yes,Bachelor,Yes,Low
S00765,15.7,72.1,72.3,No,Doctorate,No,Medium
S00766,6.5,56.3,58.5,Yes,Bachelor,Yes,Low
S00767,9.8,81.8,60.6,No,High School,Yes,Medium
S00768,18.9,74.1,45.5,Yes,Master,Yes,Low
S00769,6.9,74.1,80.3,No,High School,No,High
S00770,19.1,53.3,67.1,Yes,Doctorate,Yes,Medium
S00771,13.5,75.3,65.2,Yes,Bachelor,No,Low
S00772,7.2,75.3,45.9,No,Master,Yes,Low
S00773,13.2,107.3,75.1,No,Associate,Yes,Medium
S00774,14.9,75.3,65.6,No,Bachelor,Yes,Medium
S00775,13.1,90.2,57.6,No,Bachelor,No,Low
S00776,2.1,36.8,85.7,No,High School,Yes,High
S00777,6.4,29.8,71.1,No,Doctorate,No,Medium
S00778,8.8,63.9,71.8,Yes,Associate,No,Medium
S00779,9.6,29.8,35.5,Yes,Doctorate,No,Low
S00780,13.1,89.6,81.2,Yes,Bachelor,No,High
S00781,10.9,74.6,71.7,No,Master,No,Medium
S00782,3.3,103.0,83.6,No,Doctorate,No,High
S00783,11.9,71.7,56.1,Yes,Master,Yes,Low
S00784,10.0,79.9,54.3,No,Associate,Yes,Low
S00785,12.8,69.6,89.2,No,Associate,Yes,High
S00786,15.4,57.5,79.4,No,Master,Yes,Medium
S00787,14.2,66.9,43.6,Yes,High School,No,Low
S00788,12.3,50.9,65.2,No,Bachelor,Yes,Medium
S00789,9.6,82.7,80.3,No,Master,No,High
S00790,1.7,75.3,67.7,Yes,Master,Yes,Medium
S00791,12.1,75.3,56.8,No,High School,Yes,Low
S00792,11.0,131.5,55.0,No,Bachelor,No,Low
S00793,11.4,66.9,66.0,Yes,Bachelor,Yes,Medium
S00794,3.6,81.3,80.3,No,Master,No,High
S00795,4.6,73.9,50.1,Yes,High School,Yes,Low
S00796,15.3,98.2,33.0,No,Master,No,Low
S00797,9.8,79.8,65.2,No,Doctorate,No,Low
S00798,13.4,69.6,71.8,Yes,Associate,No,Medium
S00799,10.1,120.9,75.1,Yes,Doctorate,Yes,Medium
S00800,10.1,57.8,49.8,Yes,Associate,No,Low
S00801,14.7,71.1,69.0,No,Bachelor,Yes,Medium
S00802,7.4,93.3,55.4,Yes,Bachelor,No,Low
S00803,10.5,58.6,76.0,No,Master,Yes,Medium
S00804,7.7,90.3,63.0,No,Associate,No,Medium
S00805,7.8,65.4,77.6,Yes,Bachelor,Yes,Medium
S00806,8.5,95.1,66.0,No,Doctorate,No,Medium
S00807,11.1,94.5,72.5,Yes,Bachelor,No,Medium
S00808,7.6,73.2,58.4,No,Master,Yes,Low
S00809,16.3,55.0,54.3,No,Associate,No,Low
S00810,5.5,67.2,60.7,Yes,Master,Yes,Medium
S00811,9.1,74.7,74.2,No,Doctorate,Yes,Medium
S00812,7.8,92.8,102.9,Yes,Associate,No,High
S00813,17.2,81.4,83.9,No,Bachelor,Yes,High
S00814,10.0,85.8,87.8,Yes,Associate,No,High
S00815,15.2,82.0,63.4,Yes,High School,Yes,Medium
S00816,2.6,91.9,65.2,No,Bachelor,No,Low
S00817,11.3,71.0,31.9,No,Master,Yes,Low
S00818,14.4,78.3,56.0,No,Associate,No,Low
S00819,10.4,75.6,44.3,Yes,Bachelor,Yes,Low
S00820,15.3,66.2,76.5,Yes,Master,No,Medium
S00821,7.4,95.2,62.0,No,Associate,Yes,Medium
S00822,17.0,94.8,45.2,No,Master,Yes,Low
S00823,21.5,99.1,73.2,Yes,Associate,Yes,Medium
S00824,8.2,59.7,69.8,No,High School,No,Medium
S00825,7.8,82.0,48.0,No,Master,No,Low
S00826,17.3,96.8,87.7,No,Doctorate,No,High
S00827,17.9,105.1,53.7,Yes,Doctorate,Yes,Low
S00828,7.4,44.8,73.9,No,Bachelor,Yes,Medium
S00829,7.9,74.9,63.1,Yes,Master,Yes,Medium
S00830,8.6,71.2,89.7,Yes,Bachelor,Yes,High
S00831,3.3,106.8,78.8,Yes,Doctorate,Yes,Medium
S00832,5.4,30.8,48.5,Yes,Master,Yes,Low
S00833,5.0,54.1,92.3,No,Master,No,High
S00834,6.2,75.3,46.0,No,Bachelor,Yes,Low
S00835,9.8,65.6,49.1,Yes,Doctorate,Yes,Low
S00836,11.2,49.0,89.4,Yes,Doctorate,No,High
S00837,17.8,105.2,64.6,Yes,Bachelor,No,Medium
S00838,5.0,46.4,69.7,Yes,Bachelor,Yes,Medium
S00839,14.9,95.4,71.3,Yes,Master,No,Medium
S00840,8.9,43.8,48.8,No,Associate,Yes,Low
S00841,9.8,46.1,93.2,No,Associate,No,High
S00842,13.4,79.0,65.2,No,Bachelor,No,Low
S00843,4.4,58.0,37.0,Yes,Bachelor,No,Low
S00844,11.9,80.4,58.3,Yes,Master,No,Low
S00845,10.8,111.0,75.2,No,Master,Yes,Medium
S00846,12.5,71.9,63.3,No,Bachelor,No,Medium
S00847,11.4,107.6,56.9,Yes,Bachelor,Yes,Low
S00848,22.3,81.5,73.4,Yes,Doctorate,No,Medium
S00849,6.8,94.1,74.9,No,Associate,Yes,Medium
S00850,7.3,27.9,90.4,No,Associate,No,High
S00851,6.9,87.7,39.0,No,Bachelor,No,Low
S00852,7.2,84.7,49.9,No,Doctorate,Yes,Low
S00853,6.8,67.8,53.7,No,Bachelor,Yes,Low
S00854,15.9,112.9,101.0,No,High School,Yes,High
S00855,17.1,65.1,87.6,Yes,Associate,Yes,High
S00856,7.1,42.8,69.1,Yes,Associate,Yes,Medium
S00857,5.8,90.6,63.7,Yes,Doctorate,Yes,Medium
S00858,12.4,46.5,71.6,No,Associate,Yes,Medium
S00859,7.2,76.5,82.6,No,Master,No,High
S00860,13.2,101.8,61.2,No,Doctorate,No,Medium
S00861,11.0,85.0,69.1,No,Master,Yes,Medium
S00862,2.4,70.1,59.9,No,High School,Yes,Low
S00863,10.0,68.0,44.1,Yes,Doctorate,No,Low
S00864,19.0,100.3,38.2,No,Bachelor,Yes,Low
S00865,6.9,50.6,54.6,Yes,Bachelor,Yes,Low
S00866,10.0,90.5,65.2,No,High School,Yes,Low
S00867,11.4,118.9,71.5,No,High School,Yes,Medium
S00868,11.7,75.3,69.0,No,Bachelor,Yes,Medium
S00869,13.3,70.2,44.1,No,Bachelor,Yes,Low
S00870,20.1,71.8,65.1,No,Master,No,Medium
S00871,9.1,65.4,56.8,Yes,Bachelor,Yes,Low
S00872,6.0,62.0,61.3,No,Bachelor,No,Medium
S00873,3.1,77.4,66.2,No,Doctorate,No,Medium
S00874,6.3,88.6,84.2,No,Doctorate,Yes,High
S00875,9.8,107.2,58.1,No,Doctorate,No,Low
S00876,19.0,35.9,90.2,No,Doctorate,Yes,High
S00877,7.4,26.2,45.5,Yes,High School,Yes,Low
S00878,11.1,107.6,51.8,No,Doctorate,Yes,Low
S00879,9.9,76.1,63.6,No,High School,Yes,Medium
S00880,10.0,77.2,47.5,No,High School,Yes,Low
S00881,22.6,85.0,45.2,Yes,Associate,No,Low
S00882,7.3,71.3,66.1,No,High School,Yes,Medium
S00883,7.6,114.5,45.1,No,High School,No,Low
S00884,15.2,84.8,50.6,No,Bachelor,No,Low
S00885,13.4,66.0,65.2,No,Bachelor,No,Low
S00886,19.2,67.8,90.5,Yes,Bachelor,No,High
S00887,12.9,75.3,62.1,No,Doctorate,No,Medium
S00888,8.2,59.5,65.2,No,Master,Yes,Low
S00889,13.0,75.3,47.8,Yes,Bachelor,No,Low
S00890,15.5,75.3,65.2,No,Bachelor,No,Low
S00891,14.1,51.6,30.6,No,High School,Yes,Low
S00892,12.5,83.1,50.2,Yes,Master,No,Low
S00893,15.3,103.8,76.5,Yes,Doctorate,Yes,Medium
S00894,15.8,96.2,56.4,No,Associate,No,Low
S00895,16.9,59.8,67.3,Yes,Associate,Yes,Medium
S00896,13.2,52.8,68.3,No,Doctorate,No,Medium
S00897,9.2,103.5,76.0,Yes,Doctorate,Yes,Medium
S00898,10.7,42.5,89.9,No,Bachelor,Yes,High
S00899,16.0,82.4,74.1,Yes,Master,No,Medium
S00900,5.9,63.6,61.4,No,High School,Yes,Medium
S00901,11.8,101.3,77.0,Yes,Doctorate,Yes,Medium
S00902,8.0,53.9,69.6,Yes,High School,Yes,Medium
S00903,10.1,59.1,31.4,No,Bachelor,Yes,Low
S00904,16.4,87.3,47.0,Yes,Bachelor,No,Low
S00905,11.0,90.9,61.6,No,Doctorate,Yes,Medium
S00906,10.2,75.3,56.2,No,Master,No,Low
S00907,3.2,84.5,63.2,No,Doctorate,Yes,Medium
S00908,13.7,82.0,28.6,Yes,Doctorate,No,Low
S00909,13.2,96.0,77.6,Yes,Master,Yes,Medium
S00910,20.8,47.6,64.2,No,Bachelor,Yes,Medium
S00911,8.5,57.4,83.2,Yes,Bachelor,Yes,High
S00912,11.1,49.3,65.4,No,High School,No,Medium
S00913,10.0,21.3,68.0,No,Bachelor,Yes,Medium
S00914,10.0,91.8,49.5,Yes,Bachelor,No,Low
S00915,9.5,103.6,46.9,Yes,Doctorate,Yes,Low
S00916,11.4,86.1,67.0,No,Doctorate,Yes,Medium
S00917,13.0,82.6,65.0,Yes,Bachelor,Yes,Medium
S00918,10.9,76.7,40.4,Yes,Bachelor,Yes,Low
S00919,7.8,76.1,79.1,No,High School,No,Medium
S00920,10.0,108.9,65.7,No,Master,No,Medium
S00921,15.4,106.0,57.4,No,Bachelor,Yes,Low
S00922,4.9,63.3,52.0,Yes,Bachelor,No,Low
S00923,10.7,97.2,76.3,No,Bachelor,Yes,Medium
S00924,6.5,99.6,54.6,Yes,Bachelor,Yes,Low
S00925,16.0,88.0,65.2,No,Doctorate,Yes,Low
S00926,2.4,82.8,62.5,Yes,Associate,Yes,Medium
S00927,7.2,82.1,57.0,Yes,Associate,Yes,Low
S00928,11.9,45.4,45.5,Yes,Associate,No,Low
S00929,17.8,43.6,84.5,No,Associate,No,High
S00930,9.7,90.7,49.9,Yes,Bachelor,No,Low
S00931,7.2,53.0,52.1,Yes,Associate,No,Low
